ID	PROVINCIA	COMUNE	LOCALITA	CAMERE	SUITE	LETTI	BAGNI	PRIMA_COLAZIONE	IN_ABITATO	SUL_LAGO	VICINO_ELIPORTO	VICINO_AEREOPORTO	ZONA_CENTRALE	VICINO_IMP_RISALITA	ZONA_PERIFERICA	ZONA_STAZIONE_FS	ATTREZZATURE_VARIE	CARTE_ACCETTATE	LINGUE_PARLATE	SPORT	CONGRESSI	LATITUDINE	LONGITUDINE	OUTPUT
88	MI	MILANO		4	0	8	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a mezzi pubblici,Aria condizionata,Biciclette per ospiti,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana		Inglese,Francese,Spagnolo			9.18162432	45.48322322	B&B
89	BS	TIGNALE		13	0	21	9	0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Access. diversamente abili parziale					10.7217649	45.7397806	1_a_3_Stelle
90	BS	DESENZANO DEL GARDA		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.57700085	45.4582175	Case_Appartamenti
91	MI	MILANO		3	0	6	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.188444	45.47587538	Case_Appartamenti
92	BG	BERGAMO		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.66253846	45.70454495	Case_Appartamenti
93	CO	TREMEZZINA	AZZANO	39	0	73	39	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Bar,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Autorimessa,Lavaggio e stiratura biancheria,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Access. diversamente abili totale,Riscaldamento,Internet point,Estintori,Servizio in camera,Roof garden,WI-FI in aree comuni	American express,Visa,Diners	Inglese,Francese,Tedesco	Piscina scoperta		9.177843	45.96819963	1_a_3_Stelle
94	BS	SIRMIONE	LUGANA	13	0	23	13	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Accettazione gruppi,Custodia valori in cassaforte,Aria condizionata non centralizzata,Parcheggio non custodito	American express,Visa	Inglese,Francese,Spagnolo,Tedesco			10.62326008	45.46126091	1_a_3_Stelle
95	MN	MONZAMBANO	PILLE	3	0	8	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a vetture private,Aria condizionata,Parco o giardino		Inglese			10.66450657	45.36311128	B&B
96	BG	COSTA VOLPINO	PONTE BARCOTTO	8	0	15	8	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Accettazione gruppi,Autorimessa,Pulizia calzature,Custodia valori in cassaforte	American express,Diners,CartaSi	Inglese,Francese,Spagnolo,Tedesco			10.1016026	45.83184197	1_a_3_Stelle
97	BS	SIRMIONE		57	0	115	57	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Ristorante vegetariano,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Lavaggio e stiratura biancheria,Pulizia calzature,Servizi baby sitting,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Sauna privata,Impianti termali propri,Spiaggia privata,Aria condizionata centralizzata,Parcheggio non custodito,Access. diversamente abili parziale	Tutte	Inglese,Francese,Tedesco	Piscina scoperta,Fitness/centro salute,Piscina coperta		10.60843309	45.49149616	4_a_5_Stelle
98	BG	OLTRE IL COLLE		10	0	22	10	0														9.76998604	45.88986891	Case_Appartamenti
99	BS	SALO'		24	0	47	24	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore					10.5247867	45.60662551	4_a_5_Stelle
100	MI	MILANO		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.21339357	45.4735565	Case_Appartamenti
101	MI	MILANO		3	0	11	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici	Visa,Master Card				9.19799701	45.48287377	Case_Appartamenti
102	CO	MENAGGIO		70	0	202	19	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Ormeggio,Rimessaggio caravan,Rifornimento benzina immediate vicinanze,Parcheggio non custodito,Lavaggio auto e roulottes ad uso degli ospiti,Uso cellette frigorifere,Rifornimento gas liquido,Telefono per uso comune,Noleggio natanti e/o imbarcazioni		Inglese,Francese	Calciobalilla,Noleggio attrezzature sportive,Tennis da tavolo		9.24005246	46.02412579	Campeggio
103	CR	CREMA		45	0	64	45	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Ascensore,Ristorante,Bar,Sala lettura separata,Sala televisione separata,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Autorimessa,Lavaggio e stiratura biancheria,Pulizia calzature,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,Solarium,Internet point,Estintori,Servizio in camera,WI-FI in aree comuni,Access. diversamente abili parziale,Televisione satellitare,SKY,Biciclette per ospiti	American express,Visa,Master Card,Diners,Citibank,Bank Americard,Tutte,Maestro,Bancomat,CartaSi,AmexCo,Carta Moneta,BAC,Key Client,Carte Blanche,Visa Electron	Inglese,Francese,Spagnolo,Tedesco		Numero sale congressi 1,Congressi capacita' Min 5,Congressi capacita' Max 25	9.68047851	45.36035004	1_a_3_Stelle
104	CO	FAGGETO LARIO		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			Inglese,Francese			9.1628051	45.86480382	B&B
105	BS	TIGNALE		0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.7217649	45.7397806	Case_Appartamenti
106	BS	DESENZANO DEL GARDA		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.53303027	45.47166026	Case_Appartamenti
107	BS	SULZANO		13	0	25	13	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Parco o giardino,Accettazione animali domestici,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio non custodito		Inglese,Francese			10.09984851	45.68904295	1_a_3_Stelle
108	MI	PERO		2	0	4	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili parziale,Accesso a mezzi pubblici,Accettazione animali domestici,Ascensore,Cucina di uso comune,Frigorifero,Parcheggio privato,Somministrazione alimenti,Somministrazione bevande,WI-FI in aree comuni	American express,Visa,Master Card,Diners,JCB	Inglese			9.0754345	45.5161556	Case_Appartamenti
109	MI	MILANO		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.20848248	45.4721574	Case_Appartamenti
110	BS	LIMONE SUL GARDA		10	0	19	10	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bar,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Custodia valori in cassaforte,Parcheggio non custodito		Tedesco			10.78846714	45.80784914	1_a_3_Stelle
111	MI	VANZAGO		1	0	2	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili totale,Aria condizionata,Parco o giardino,Posto auto,Sala televisione separata		Inglese			8.99200583	45.52681987	B&B
112	BS	SALO'		3	0	6	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.52899072	45.60745544	Case_Appartamenti
113	BG	RONCOBELLO		8	0	23	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili totale,Accettazione animali domestici					9.74956394	45.95576748	Case_Appartamenti
114	BS	TOSCOLANO MADERNO		7	0	14	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.61041689	45.64179744	Case_Appartamenti
115	CO	SAN SIRO		3	0	8	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici	Visa,Master Card				9.12396399069	45.47820035	Case_Appartamenti
116	BS	PUEGNAGO SUL GARDA		2	0	4	2	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Posto auto					10.50858298	45.5637921	B&B
117	MI	MILANO		3	0	6	2	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Accesso a mezzi pubblici		Inglese,Francese			9.13709969	45.47542935	B&B
118	LO	TAVAZZANO CON VILLAVESCO	MUZZA	41	0	82	42	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,Estintori,Jacuzzi/Idromassaggio,Servizio in camera,WI-FI in aree comuni,Televisione satellitare,SKY,Sala accoglienza	Visa,Master Card,Maestro,Bancomat,CartaSi,Carta Moneta,Carte Blanche,Visa Electron	Inglese,Francese,Tedesco			9.40428555	45.32903039	1_a_3_Stelle
119	BS	LIMONE SUL GARDA		13	0	16	5	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.78846714	45.80784914	Case_Appartamenti
120	MI	CESANO BOSCONE		14	0	25	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Custodia valori in cassaforte,Riscaldamento,Estintori	Visa,Master Card,Tutte,Maestro,Bancomat,CartaSi,Carta Moneta,Visa Electron	Inglese,Francese,Spagnolo			9.0945004	45.44246682	1_a_3_Stelle
121	BS	GARGNANO		30	0	60	30	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Custodia valori in cassaforte,Spiaggia privata,Parcheggio non custodito	Visa,Master Card,CartaSi	Inglese,Francese,Tedesco			10.65534844	45.68145446	1_a_3_Stelle
122	MI	ZIBIDO SAN GIACOMO		2	0	4	2	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Accesso a vetture private,Accettazione animali domestici,Aria condizionata,Biciclette per ospiti,Giochi per bambini,Parco o giardino,Posto auto,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana		Inglese			9.1366752	45.36921156	B&B
123	VA	SESTO CALENDE		31	0	62	31	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Bar,Sala lettura separata,Sala televisione separata,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Autorimessa,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Access. diversamente abili totale,Estintori,WI-FI in aree comuni	American express,Visa,Master Card,Bancomat	Inglese,Francese,Tedesco			8.63415792	45.72392578	1_a_3_Stelle
124	SO	VAL MASINO	Filorera	5	0	10	5	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.63899441	46.21797851	Case_Appartamenti
125	BS	ONO SAN PIETRO		4	0	10	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.32566693	46.01710448	Case_Appartamenti
126	BS	DESENZANO DEL GARDA		4	0	10	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.5389467	45.4694851	Case_Appartamenti
127	BG	VALBREMBO		11	0	19	11	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione gruppi,Autorimessa,Trasporto clienti stazione,Aria condizionata centralizzata,Aria condizionata non centralizzata	Visa,Maestro	Inglese,Francese			9.59626959	45.71447568	1_a_3_Stelle
128	BS	LONATO		8	0	16	7	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.48199077	45.47959759	1_a_3_Stelle
129	MB	BRIOSCO		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a mezzi pubblici,Accettazione animali domestici,Biciclette per ospiti,Parco o giardino,Posto auto,Sala televisione separata,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana		Inglese			9.25715385	45.72645798	B&B
130	BG	CAPRIATE SAN GERVASIO		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici,Aria condizionata,Autorimessa,Parco o giardino					9.52527356	45.62029354	B&B
131	CO	TREMEZZINA		3	0	6	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Parco o giardino	Visa,Master Card,CartaSi	Inglese,Francese,Tedesco			9.18194309	45.97293086	B&B
132	BG	CLUSONE	SELVA	27	0	90	19	0														9.90879938	45.87719843	Case_Appartamenti
133	MI	MILANO		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a mezzi pubblici,Accettazione animali domestici,Ascensore,Cucina di uso comune,Frigorifero,Somministrazione alimenti,Somministrazione bevande		Inglese,Francese,Spagnolo,Tedesco,Arabo			9.2246502	45.48875377	Case_Appartamenti
134	MI	CORNAREDO		83	2	166	84	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Bar,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Autorimessa,Lavaggio e stiratura biancheria,Pulizia calzature,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,Estintori,Jacuzzi/Idromassaggio,Servizio in camera,WI-FI in aree comuni,Access. diversamente abili parziale,Televisione satellitare,Fitness/centro salute	American express,Visa,Master Card,Citibank,Bank Americard,Tutte,Maestro,Bancomat,Eurocard,CartaSi,JBC,JCB,Carta Moneta,JCV,Carte Blanche,Visa Electron	Inglese,Francese,Spagnolo	Fitness/centro salute		9.02215469	45.49395315	4_a_5_Stelle
135	BS	SIRMIONE		46	0	91	46	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Bar,Sala lettura separata,Sala televisione separata,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Lavaggio e stiratura biancheria,Pulizia calzature,Servizi baby sitting,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Sauna privata,Impianti termali propri,Aria condizionata centralizzata,Parcheggio non custodito,Access. diversamente abili parziale	Tutte	Inglese,Francese,Tedesco	Piscina scoperta		10.60779718	45.49218887	4_a_5_Stelle
136	VA	MACCAGNO CON PINO E VEDDASCA		108	0	320	43	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bar,Accettazione animali domestici,Lavaggio e stiratura biancheria,Access. diversamente abili totale,Spaccio alimentari,Parcheggio non custodito,Telefono per uso comune,Piazzole prevalentemente a prato,Area attrezzata gioco bimbi,Locale di ritrovo,Lavapiedi,Camper service	Visa,Master Card,Maestro,CartaSi	Inglese,Francese,Spagnolo,Tedesco,Olandese	Tennis da tavolo		8.73475084	46.03875446	Campeggio
137	MN	CASTELLUCCHIO		3	0	6	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Aria condizionata,Biciclette per ospiti,Parco o giardino,Posto auto		Inglese					B&B
138	BS	LODRINO		6	0	8	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.28362189	45.71575907	Case_Appartamenti
139	LC	CALCO	VESCOGNA	3	0	6	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Biciclette per ospiti,Parco o giardino,Posto auto,Sala televisione separata,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana		Inglese,Francese			9.4256484	45.7249488	B&B
140	PV	VARZI		9	0	19	7	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Ristorante,Bar,Sala televisione separata,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Riscaldamento	Tutte				9.20398215	44.77722185	1_a_3_Stelle
141	MI	MILANO		1	0	2	1	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Access. diversamente abili parziale,Accesso a mezzi pubblici,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana		Inglese,Francese			9.21189602	45.48234544	B&B
142	MI	RHO		4	0	12	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici,Frigorifero,Sala lettura separata		Inglese,Spagnolo			9.04513624	45.53603859	Case_Appartamenti
143	BG	BERGAMO		1	0	3	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.64493874	45.69500596	Case_Appartamenti
144	LC	ABBADIA LARIANA	PIANI RESINELLI	77	0	231	14	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Accettazione animali domestici,Parcheggio custodito,Access. diversamente abili totale,Piazzole prevalentemente a prato,Area attrezzata gioco bimbi,Estintori,Lavapiedi,Camper service	Bancomat	Inglese			9.39073787	45.89909346	Campeggio
145	VA	MALNATE		2	0	5	2	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Accettazione animali domestici,Parco o giardino,Posto auto		Inglese,Spagnolo,Tedesco			8.87189132	45.79445706	B&B
146	MI	MILANO		66	3	116	70	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Ascensore,Ristorante,Ristorante vegetariano,Tavernetta o tavola calda,Bar,Sala televisione separata,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Autorimessa,Lavaggio e stiratura biancheria,Pulizia calzature,Servizi baby sitting,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Riscaldamento,Parcheggio non custodito,Internet point,Estintori,Servizio in camera,WI-FI in aree comuni,Access. diversamente abili parziale,Televisione satellitare,Fitness/centro salute	American express,Diners,Tutte,Bancomat,CartaSi,AmexCo,Carta Moneta	Inglese,Francese,Spagnolo,Tedesco,Portoghese,Croato	Fitness/centro salute	Numero sale congressi 1,Congressi capacita' Min 10,Congressi capacita' Max 56	9.14750465	45.4920509	4_a_5_Stelle
147	SO	MAZZO DI VALTELLINA		3	0	6	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.256656	46.2586	B&B
148	CO	COMO		98	0	204	39	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Accettazione animali domestici,Custodia valori in cassaforte,Telefono per uso comune,Piazzole prevalentemente a prato		Inglese,Francese,Spagnolo			9.06906196	45.78387673	Campeggio
149	BS	MONIGA DEL GARDA		8	0	24	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.54066703	45.53434239	Case_Appartamenti
150	LC	OLGIATE MOLGORA		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.40093342	45.7289656	B&B
151	BS	DESENZANO DEL GARDA		6	0	12	6	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.54177985	45.46676815	Case_Appartamenti
152	BS	MONIGA DEL GARDA		64	0	103	39	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0						10.55091457	45.52933878	1_a_3_Stelle
153	MI	ROZZANO		3	0	5	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.16745134	45.3916527	B&B
154	SO	LANZADA		7	0	14	7	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Tavernetta o tavola calda,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Accesso a mezzi pubblici,Accesso a vetture private,Autorimessa,Trasporto clienti stazione,Custodia valori in cassette sicurezza	Tutte	Francese	Campo da tennis		9.8734823	46.2702494	1_a_3_Stelle
155	SO	APRICA		16	0	34	16	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Giochi per bambini,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Autorimessa,Trasporto clienti stazione,Custodia valori in cassaforte		Inglese,Francese			10.1526199	46.1539254	1_a_3_Stelle
156	LC	TACENO		4	0	7	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.35627404	46.02219678	B&B
157	BS	TOSCOLANO MADERNO	MADERNO	20	0	33	20	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Bar,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Trasporto clienti stazione,Custodia valori in cassaforte,Parcheggio non custodito,Access. diversamente abili parziale		Inglese,Francese,Tedesco	Piscina scoperta		10.60280077	45.63830831	1_a_3_Stelle
158	BG	BERGAMO		2	0	5	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici					9.67453577	45.7083035	Case_Appartamenti
159	BS	DESENZANO DEL GARDA		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.5394382	45.47173225	Case_Appartamenti
160	BG	SERINA		2	0	6	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici							B&B
161	BS	ROE' VOLCIANO		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			Inglese,Tedesco			10.49602433	45.61427144	B&B
162	MI	MILANO		4	0	8	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili parziale,Accesso a mezzi pubblici,Accettazione animali domestici,Ascensore		Inglese			9.14987728	45.49097614	Case_Appartamenti
163	VA	PORTO CERESIO		38	0	76	18	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Aria condizionata non centralizzata,Custodia valori in cassette sicurezza,Giochi per bambini,Lavaggio e stiratura biancheria,Parcheggio custodito,Parco o giardino,Sala televisione separata,Servizi baby sitting,Spiaggia privata,Trasporto clienti stazione,Access. diversamente abili parziale,Accettazione animali domestici	Tutte	Inglese,Francese,Tedesco	Piscina scoperta		8.8981014	45.9121895	Case_Appartamenti
164	VA	RANCO		12	0	24	13	1	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	Ascensore,Ristorante,Ristorante vegetariano,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accesso a mezzi pubblici,Accesso a vetture private,Autorimessa,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Sauna privata,Aria condizionata non centralizzata,Access. diversamente abili totale,Estintori	Visa,Master Card,Diners,Tutte,Maestro,AmexCo	Inglese,Francese,Spagnolo,Tedesco,Russo	Fitness/centro salute	Numero sale congressi 1,Congressi capacita' Min 5,Congressi capacita' Max 40	8.56969929	45.79800003	1_a_3_Stelle
165	BG	BERGAMO		4	0	8	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Parco o giardino					9.66448891	45.70509891	Case_Appartamenti
166	BG	BERGAMO		3	0	10	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.6670647	45.68796872	Case_Appartamenti
167	CO	COMO		5	0	12	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			Inglese,Francese,Tedesco			9.0698252	45.81241599	Case_Appartamenti
168	BS	LONATO		2	0	6	2	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0						10.47781738	45.48535639	B&B
169	MI	MILANO		2	0	4	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Aria condizionata centralizzata,Ascensore,Frigorifero,Lavaggio e stiratura biancheria,Somministrazione alimenti,Somministrazione bevande,Somministrazione alcolici		Inglese			9.17814892	45.43638128	Case_Appartamenti
