ID	PROVINCIA	COMUNE	LOCALITA	CAMERE	SUITE	LETTI	BAGNI	PRIMA_COLAZIONE	IN_ABITATO	SUL_LAGO	VICINO_ELIPORTO	VICINO_AEREOPORTO	ZONA_CENTRALE	VICINO_IMP_RISALITA	ZONA_PERIFERICA	ZONA_STAZIONE_FS	ATTREZZATURE_VARIE	CARTE_ACCETTATE	LINGUE_PARLATE	SPORT	CONGRESSI	LATITUDINE	LONGITUDINE	OUTPUT
4252	BG	SAN PELLEGRINO TERME		3	0	8	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Parco o giardino					9.66920562	45.85269552	B&B
4253	CO	MENAGGIO		10	0	20	10	0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	Ascensore,Bar,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Autorimessa,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata non centralizzata,Riscaldamento,Estintori,Jacuzzi/Idromassaggio,Servizio in camera,Enoteca,Ecohotel,WI-FI in aree comuni	Tutte	Inglese,Francese,Tedesco			9.2389875	46.0195363	1_a_3_Stelle
4254	BS	DESENZANO DEL GARDA		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.53650955	45.4711191	Case_Appartamenti
4255	LC	CALCO		9	0	15	9	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.41943693	45.73247654	1_a_3_Stelle
4256	BS	MANERBA DEL GARDA		3	0	6	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.54009594	45.5478217	Case_Appartamenti
4257	MN	PORTO MANTOVANO		1	0	4	1	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Accesso a vetture private,Aria condizionata,Parco o giardino,Posto auto		Inglese,Francese,Portoghese			10.79043094	45.19252242	B&B
4258	CO	OLGIATE COMASCO		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili parziale,Accettazione animali domestici,Parco o giardino		Inglese,Francese,Tedesco			8.97339173	45.78653735	B&B
4259	BS	SALO'		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.55261301	45.61360797	Case_Appartamenti
4260	BS	MONNO		9	0	20	10	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Sala televisione separata,Accettazione animali domestici,Accettazione gruppi,Trasporto clienti stazione	Visa,Master Card	Inglese	Sci montano,Fitness/centro salute,Equitazione		10.33652741	46.21300572	1_a_3_Stelle
4261	BS	MANERBA DEL GARDA	PIEVE	4	0	8	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Aria condizionata,Parco o giardino,Posto auto		Francese,Tedesco			10.54823073	45.56000705	B&B
4262	SO	LIVIGNO		11	0	37	11	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.14223374	46.5502172	Case_Appartamenti
4263	BS	SIRMIONE		4	0	16	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.60042313	45.46891885	Case_Appartamenti
4264	BS	TOSCOLANO MADERNO		1	0	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.59625913	45.63519682	Case_Appartamenti
4265	PV	LANDRIANO		9	0	15	9	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Ristorante,Bar,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Aria condizionata centralizzata					9.26195683	45.31121794	1_a_3_Stelle
4266	SO	LIVIGNO		13	0	22	13	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.13840447	46.54950849	1_a_3_Stelle
4267	MI	MILANO		1	0	3	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.18238394	45.4606232	Case_Appartamenti
4268	CO	CANTU'		1	0	2	1	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Accettazione animali domestici,Biciclette per ospiti,Parco o giardino,Posto auto,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana		Inglese,Francese,Tedesco			9.14071541	45.74044412	B&B
4269	BG	ALBINO		2	0	6	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici					9.7968303	45.7608142	Case_Appartamenti
4270	BS	SIRMIONE		2	0	3	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.6195751	45.45835053	Case_Appartamenti
4271	CO	TREMEZZINA		11	0	22	9	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici,Accettazione gruppi,Aria condizionata centralizzata,Ascensore,Bar,Parcheggio custodito,Parco o giardino,Riscaldamento,SKY,Spiaggia privata,Televisione satellitare,WI-FI in aree comuni	Tutte	Inglese,Francese,Spagnolo,Tedesco			9.173769	45.9684733	1_a_3_Stelle
4272	LC	OLGIATE MOLGORA		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a vetture private,Accettazione animali domestici,Biciclette per ospiti,Posto auto,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana		Inglese			9.39383703	45.72297016	B&B
4273	BS	POLPENAZZE DEL GARDA		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.504875	45.551185	Case_Appartamenti
4274	MI	MILANO		1	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici	American express,Visa,Master Card				9.17687159	45.44649469	Case_Appartamenti
4275	PV	SILVANO PIETRA		5	0	12	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						8.9476057	45.0403699	Case_Appartamenti
4276	CO	COMO		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.10361475	45.80829641	B&B
4277	BS	TOSCOLANO MADERNO		3	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.60699069	45.63391174	Case_Appartamenti
4278	LC	CARENNO		20	0	25	25	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Ascensore,Ristorante,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Autorimessa,Internet point,WI-FI in aree comuni,Televisione satellitare	Visa,Master Card,Maestro,Bancomat	Inglese,Francese			9.46174535	45.80226737	1_a_3_Stelle
4279	SO	MORBEGNO		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.57018171	46.13017025	B&B
4280	BS	ANFO		2	0	5	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.50753167	45.80260646	B&B
4281	SO	LIVIGNO		24	0	48	24	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Bar,Sala televisione separata,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Custodia valori in cassaforte,Access. diversamente abili totale	Tutte	Tedesco			10.12708565	46.52987028	1_a_3_Stelle
4282	BS	TOSCOLANO MADERNO		3	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.59416634	45.64011496	Case_Appartamenti
4283	BG	BERGAMO		3	0	6	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Aria condizionata					9.6466092	45.6911402	B&B
4284	BG	BERGAMO		2	0	4	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Autorimessa					9.65382542	45.69284934	B&B
4285	PV	MEZZANINO		13	0	26	15	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Ascensore,Ristorante,Bar,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Custodia valori in cassaforte,Aria condizionata centralizzata,Aria condizionata non centralizzata,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,Estintori,Servizio in camera,Sala accoglienza,Pizzeria	Tutte,Bancomat	Inglese,Francese,Spagnolo			9.21820572	45.13450133	1_a_3_Stelle
4286	VA	BUSTO ARSIZIO		3	0	6	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili parziale,Lavaggio e stiratura biancheria,Parco o giardino,Somministrazione bevande,Somministrazione alcolici					8.8497281	45.61416764	Case_Appartamenti
4287	BG	SANT'OMOBONO TERME		37	2	66	54	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Ristorante vegetariano,Bar,Giochi per bambini,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Servizi baby sitting,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Sauna privata,Impianti termali propri,Aria condizionata centralizzata,Access. diversamente abili totale,Fitness/centro salute	American express,Visa,Diners,Maestro,Bancomat	Inglese,Francese,Arabo	Fitness/centro salute,Piscina coperta,Equitazione		9.50967742	45.82270719	4_a_5_Stelle
4288	SO	LIVIGNO		25	0	82	25	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.12708565	46.52987028	Case_Appartamenti
4289	BS	PONTE DI LEGNO		13	0	24	4	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar	Tutte	Francese,Tedesco			10.51043123	46.26124053	1_a_3_Stelle
4290	CR	CALVATONE		3	0	6	2	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	Accettazione animali domestici,Accettazione gruppi,Aria condizionata,Biciclette per ospiti,Posto auto,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana					10.44333257	45.12445422	B&B
4291	SO	CHIESA IN VALMALENCO		21	0	41	21	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Access. diversamente abili parziale	Tutte	Inglese,Francese	Sci montano		9.8525315	46.2716761	1_a_3_Stelle
4292	MI	MILANO		2	0	3	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.21234444	45.4579097	Case_Appartamenti
4293	BS	VEZZA D'OGLIO		3	0	5	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.3957722	46.236633	Case_Appartamenti
4294	BS	LONATO		3	0	5	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.4781517	45.4746115	Case_Appartamenti
4295	MI	CORNAREDO		6	0	12	6	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a vetture private,Parco o giardino,Servizio di pulizia bagno assicurato almeno 1 volta al giorno		Inglese			9.02337936	45.48652906	Case_Appartamenti
4296	MN	PEGOGNAGA	VO DI BAGNO	3	0	12	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a vetture private,Accettazione animali domestici,Aria condizionata,Biciclette per ospiti,Parco o giardino,Posto auto					10.89739536	44.98779828	B&B
4297	MI	MILANO		52	0	73	56	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Autorimessa,Lavaggio e stiratura biancheria,Pulizia calzature,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Access. diversamente abili totale,Riscaldamento,Internet point,Estintori,Servizio in camera,WI-FI in aree comuni,Access. diversamente abili parziale	American express,Visa,Master Card,Diners,Maestro,Bancomat,CartaSi	Inglese,Francese,Spagnolo,Tedesco		Numero sale congressi 1,Congressi capacita' Min 20,Congressi capacita' Max 50	9.1565049	45.47105716	4_a_5_Stelle
4298	SO	LIVIGNO		6	0	20	6	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.13802925	46.54253989	Case_Appartamenti
4299	MI	MILANO		27	3	47	27	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Ascensore,Bar,Sala lettura separata,Sala televisione separata,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Autorimessa,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Riscaldamento,Estintori,Servizio in camera,WI-FI in aree comuni,Televisione satellitare	American express,Visa,Master Card,Diners,Bank Americard,Tutte,Maestro,Bancomat,Eurocard,CartaSi,JBC,JCB,Carta Moneta,Key Client,JCV,EDC,Top Card,Visa Electron	Inglese,Francese,Spagnolo,Tedesco,Russo,Portoghese,Indiano,Arabo,Rumeno,Sloveno			9.2031547	45.4801682	1_a_3_Stelle
4300	BS	TOSCOLANO MADERNO		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.61661042	45.64923693	Case_Appartamenti
4301	BS	IDRO		7	0	13	2	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar	Visa,Diners				10.46057052	45.73596424	1_a_3_Stelle
4302	MI	MILANO		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a mezzi pubblici,Ascensore,Cucina di uso comune,Frigorifero		Inglese,Spagnolo			9.15376947	45.45821816	Case_Appartamenti
4303	BS	PADENGHE SUL GARDA		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.50641545	45.50867972	Case_Appartamenti
4304	LC	VALMADRERA		10	0	20	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		Visa,Master Card,Maestro,Carta Moneta				9.3625781	45.8649506	Case_Appartamenti
4305	BG	BERGAMO		2	0	4	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Aria condizionata					9.69045936	45.69575771	B&B
4306	BS	BRESCIA		110	0	110	130	0														10.18781809	45.55388442	Case_Appartamenti
4307	BS	MONIGA DEL GARDA		2	0	4	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.54066703	45.53434239	B&B
4308	SO	LIVIGNO		33	0	69	33	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Ristorante vegetariano,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Autorimessa,Custodia valori in cassaforte,Custodia valori in cassette sicurezza	Tutte	Inglese,Francese,Spagnolo,Tedesco	Sci montano		10.13802925	46.54253989	1_a_3_Stelle
4309	BS	BRESCIA	URAGO MELLA	70	0	80	82	0									Access. diversamente abili parziale		Inglese,Francese,Spagnolo			10.19639245	45.56374747	Case_Appartamenti
4310	BG	CAPRINO BERGAMASCO		2	0	3	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.50337869	45.74827055	B&B
4311	MI	MILANO		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.10237956	45.50413543	Case_Appartamenti
4312	BG	LALLIO		2	0	6	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.6294755	45.66613743	B&B
4313	BS	MANERBA DEL GARDA		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.56699008	45.54500158	Case_Appartamenti
4314	MI	MILANO		2	0	4	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a mezzi pubblici,Accettazione animali domestici,Aria condizionata,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana		Inglese,Francese,Spagnolo,Russo,Rumeno			9.12919945	45.47160711	B&B
4315	CO	DONGO		4	0	12	5	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Autorimessa,Parco o giardino,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana		Inglese,Francese			9.27904277	46.12256551	B&B
4316	MI	MILANO		7	0	10	6	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Accettazione gruppi,Accesso a mezzi pubblici,Lavaggio e stiratura biancheria,Riscaldamento,Parcheggio non custodito,Estintori,Area fumatori,WI-FI in aree comuni,Access. diversamente abili parziale	American express,Visa,Master Card,Maestro,Bancomat,CartaSi,AmexCo,Key Client,Visa Electron	Inglese,Francese,Arabo			9.2270185	45.46095024	1_a_3_Stelle
4317	VA	BRUNELLO		79	0	126	80	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Autorimessa,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Custodia valori in cassette sicurezza,Aria condizionata non centralizzata,Access. diversamente abili totale,Estintori,WI-FI in aree comuni	American express,Visa,Diners,Bank Americard,Maestro,Bancomat	Inglese,Francese		Numero sale congressi 1,Congressi capacita' Min 2,Congressi capacita' Max 25	8.81264355	45.76613314	1_a_3_Stelle
4318	CO	MENAGGIO		18	2	36	18	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Giochi per bambini,Sala lettura separata,Parco o giardino,Accettazione animali domestici,Accesso a vetture private,Parcheggio custodito,Autorimessa,Lavaggio e stiratura biancheria,Servizi baby sitting,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Riscaldamento,Internet point,Estintori,Servizio in camera,Negozio,WI-FI in aree comuni,Televisione satellitare	American express,Visa,Master Card,Diners,Eurocard,CartaSi	Inglese,Francese,Spagnolo,Tedesco	Piscina scoperta,Fitness/centro salute		9.2414329	46.022565	1_a_3_Stelle
4319	BG	BERGAMO	CITTA' ALTA	2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.66339189	45.70222606	Case_Appartamenti
4320	MN	CASTEL D'ARIO		9	0	13	9	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Sala televisione separata,Parco o giardino,Accesso a mezzi pubblici,Accesso a vetture private,Custodia valori in cassaforte,Aria condizionata centralizzata,Access. diversamente abili parziale	Tutte	Francese,Spagnolo			10.94784233	45.19688907	1_a_3_Stelle
4321	MI	MILANO		10	0	20	11	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Ascensore,Bar,Sala televisione separata,Lavaggio e stiratura biancheria,Aria condizionata centralizzata,Estintori	Visa,Master Card,Tutte,Maestro,Bancomat,CartaSi,Visa Electron	Inglese,Cinese			9.21928559	45.48602062	1_a_3_Stelle
4322	BS	MANERBA DEL GARDA		75	0	220	15	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Custodia valori in cassaforte,Ormeggio,Rimessaggio caravan,Rifornimento benzina immediate vicinanze,Self service o Tavola calda,Spaccio alimentari,Parcheggio non custodito,Servizio telefonico alla piazzola,Telefono per uso comune,Piazzole prevalentemente a prato,Area attrezzata gioco bimbi,Access. diversamente abili parziale,Camper service	Visa	Inglese,Francese,Tedesco	Minigolf,Piscina scoperta,Campo da tennis,Tennis da tavolo		10.54555417	45.57376773	Campeggio
4323	MI	MILANO		5	0	9	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a mezzi pubblici,Ascensore,Frigorifero		Inglese,Cinese			9.21477655	45.48328409	Case_Appartamenti
4324	BS	MANERBA DEL GARDA		5	0	10	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.56118229	45.5552992	Case_Appartamenti
4325	BG	ROVETTA		4	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.98699229	45.89647523	Case_Appartamenti
4326	BS	DESENZANO DEL GARDA		3	0	6	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.56315584	45.4567815	Case_Appartamenti
4327	BS	MARONE		5	0	9	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.0925775	45.73350724	Case_Appartamenti
4328	VA	VARESE		3	0	6	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Ascensore,Lavaggio e stiratura biancheria		Inglese,Francese,Spagnolo			8.83017122	45.8171285	Case_Appartamenti
4329	MI	LEGNANO		24	0	44	24	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Bar,Accettazione gruppi,Accesso a vetture private,Parcheggio custodito,Autorimessa,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Aria condizionata non centralizzata,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,Estintori,Servizio in camera,WI-FI in aree comuni,Televisione satellitare,SKY	American express,Visa,Master Card,Diners,Citibank,Bank Americard,Tutte,Maestro,Bancomat,Eurocard,CartaSi,JBC,JCB,AmexCo,Carta Moneta,Top Card,Visa Electron	Inglese,Francese,Spagnolo,Tedesco			8.93326581	45.59590233	1_a_3_Stelle
4330	MI	MILANO		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a mezzi pubblici,Accettazione animali domestici,Aria condizionata centralizzata,Ascensore,Frigorifero		Inglese			9.19998991	45.45238656	Case_Appartamenti
4331	PV	SAN MARTINO SICCOMARIO		4	0	12	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a vetture private,Accettazione gruppi,Aria condizionata,Parco o giardino,Posto auto,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana		Inglese			9.12010946	45.14593829	B&B
4332	VA	LAVENO-MOMBELLO		3	0	6	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili parziale,Accesso a vetture private,Parco o giardino,Sala lettura separata,Sala televisione separata,Somministrazione alimenti,Somministrazione bevande		Inglese,Francese			8.59809931	45.89138173	Case_Appartamenti
4333	MN	ROVERBELLA		3	0	6	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a vetture private,Aria condizionata,Biciclette per ospiti,Parco o giardino,Sala televisione separata					10.77658553	45.27143794	B&B
4334	BS	BRESCIA		6	0	12	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.19935297	45.5344913	Case_Appartamenti
4335	MI	BOFFALORA SOPRA TICINO		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a mezzi pubblici,Aria condizionata,Biciclette per ospiti,Parco o giardino,Posto auto,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana	Tutte	Inglese,Francese,Spagnolo			8.83253329	45.4718791	B&B
4336	BS	SAN FELICE DEL BENACO		395	0	1516	348	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Accettazione animali domestici,Lavaggio e stiratura biancheria,Spiaggia privata,Ormeggio,Rimessaggio caravan,Rifornimento benzina immediate vicinanze,Market,Uso cellette frigorifere,Rifornimento gas liquido,Telefono per uso comune,Piazzole prevalentemente a prato,Area riservata per intrattenimenti e spettacoli,Animazione professionale,Area attrezzata gioco bimbi,Miniclub,Idromassaggio,Attivit� ricreative varie,Noleggio attivit� ricreative varie,Attrezzature di conforto per soggiorno animali domestici,Access. diversamente abili parziale		Inglese,Francese,Tedesco,Olandese	Piscina scoperta,Campo da calcio,Campo attrezzato per pallavolo, beach volley, pallacanestro, calcetto,Campo da bocce,Noleggio attrezzature sportive,Campo da tennis,Attivit� sportive varie,Tennis da tavolo		10.551675	45.589486	Campeggio
4337	MN	PONTI SUL MINCIO		3	0	6	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Accesso a mezzi pubblici,Accesso a vetture private,Aria condizionata,Parco o giardino,Posto auto					10.67001068	45.42238649	B&B
4338	MI	MILANO		44	0	72	44	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Aria condizionata centralizzata,Access. diversamente abili totale,Estintori	Tutte	Inglese,Francese,Spagnolo,Tedesco			9.14457592	45.47854875	4_a_5_Stelle
4339	VA	SOMMA LOMBARDO		1	0	2	1	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Parco o giardino,Posto auto		Inglese,Francese			8.70933657	45.6373993	B&B
4340	BG	STEZZANO		46	0	86	46	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Ristorante vegetariano,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Autorimessa,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Pulizia calzature,Servizi baby sitting,Custodia valori in cassette sicurezza,Sauna privata,Aria condizionata centralizzata,Aria condizionata non centralizzata,Access. diversamente abili totale,Internet point,Parrucchiere,SKY,Fitness/centro salute	American express,Visa,Master Card,Diners,Bancomat	Inglese,Francese,Spagnolo,Tedesco,Russo			9.65567943	45.64691486	4_a_5_Stelle
4341	BG	ARZAGO D'ADDA		53	10	106	53	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Parco o giardino,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Aria condizionata centralizzata,Access. diversamente abili totale	American express,Diners,CartaSi	Inglese,Francese,Spagnolo			9.55587777	45.47435418	1_a_3_Stelle
4342	MI	CINISELLO BALSAMO		201	4	319	201	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Ascensore,Ristorante,Ristorante vegetariano,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Autorimessa,Lavaggio e stiratura biancheria,Pulizia calzature,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Sauna privata,Aria condizionata centralizzata,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,Internet point,Estintori,Servizio in camera,WI-FI in aree comuni,Access. diversamente abili parziale,Televisione satellitare,SKY,Sala accoglienza,Fitness/centro salute,Bagno turco,Pizzeria	American express,Visa,Master Card,Diners,Bank Americard,Tutte,Maestro,Bancomat,Eurocard,CartaSi,Carta Moneta,Top Card,Visa Electron	Inglese,Francese,Spagnolo,Tedesco,Arabo	Fitness/centro salute	Numero sale congressi 13,Congressi capacita' Min 2,Congressi capacita' Max 1000	9.22040031	45.54795842	4_a_5_Stelle
